diagram_id,unit_filename,local_order,alt_text_en,provenance
chapter3-unit-037-d002,chapter3-unit-037.tex,2,Exact diagram: \cdots → \Hm^{n-1}(Y); \Hm^{n-1}(Y) → \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… (\Hm^{n-1}(g)); \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… → \Hm^n(X) (\delta^{n-1}); \Hm^n(X) → \Hm^n(Y) (\Hm^n(f)); \Hm^n(Y) → \Hm^n(Z) \tikz…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:272; source/en/chapter3-unit-037.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-037-d003,chapter3-unit-037.tex,3,Commutative diagram: 0 → X; X → Y; X → \underline{X}; Y → Z; Y → \underline{Y}; Z → \underline{Z}; Z → 0; 0 → \underline{X}; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:273; source/en/chapter3-unit-037.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-037-d004,chapter3-unit-037.tex,4,Commutative diagram: \cdots → \Hm^n(X); \Hm^n(X) → \Hm^n(\underline{X}); \Hm^n(X) → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z); \Hm^n(Y) → \Hm^n(\underline{Y}); \Hm^n(Z) → \Hm^{n+1}(X); \Hm^n(Z) → \Hm^n(\underline{Z}); \Hm^{n+1}(X) → \cdots; and 6 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:274; source/en/chapter3-unit-037.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-037-d005,chapter3-unit-037.tex,5,Category diagram: 0 → X^{n-1}; X^{n-1} → Y^{n-1}; X^{n-1} → X^n; Y^{n-1} → Z^{n-1}; Y^{n-1} → Y^n; Z^{n-1} → 0; Z^{n-1} → Z^n; 0 → X^n; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:275; source/en/chapter3-unit-037.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-037-d006,chapter3-unit-037.tex,6,Commutative diagram: \Coker(d_X^{n-2}) → \Coker(d_Y^{n-2}); \Coker(d_X^{n-2}) → \Ker(d_X^n); \Coker(d_Y^{n-2}) → \Coker(d_Z^{n-2}); \Coker(d_Y^{n-2}) → \Ker(d_Y^n); \Coker(d_Z^{n-2}) → \Ker(d_Z^n); \Coker(d_Z^{n-2}) → 0; 0 → \Ker(d_X^n); \Ker(d_X^n) → \Ker(d_Y^n); and 1 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:276; source/en/chapter3-unit-037.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d001,chapter3-unit-038.tex,1,Commutative diagram: 0 → X; X → X (\identity_X); X → 0; X → Y (f); 0 → 0; 0 → Z; Y → Z (g); Z → 0.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:277; source/en/chapter3-unit-038.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d002,chapter3-unit-038.tex,2,Commutative diagram: 0 → X; X → 0; X → Y (f); Y → Z (g); Z → Z (\identity_Z); Z → 0; 0 → 0; 0 → Z.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:278; source/en/chapter3-unit-038.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d003,chapter3-unit-038.tex,3,"Exact-sequence diagram with objects 0, Cone(id_X), Cone(X xrightarrowf Y), Cone(0 to Z), Cone(X to 0), Cone(Y xrightarrowg Z), Cone(id_Z). Arrows: 0 maps to Cone(id_X); Cone(id_X) maps to Cone(X xrightarrowf Y); Cone(X xrightarrowf Y) maps to Cone(0 to Z); Cone(0 to Z) maps to 0; 0 maps to Cone(X to 0); Cone(X to 0) maps to Cone(Y xrightarrowg Z); Cone(Y xrightarrowg Z) maps to Cone(id_Z); Cone(id_Z) maps to 0.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:279; source/en/chapter3-unit-038.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d004,chapter3-unit-038.tex,4,"Mapping-cone comparison triangle: Phi maps Cone(f) to Cone(g), Phi' maps X[1] to Cone(g), beta(f) maps Cone(f) to X[1], and alpha(g) maps Z to Cone(g). The displayed matrices express alpha(g) Phi plus Phi' beta(f) as the diagonal map with entries f[1] and g.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:280; source/en/chapter3-unit-038.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d005,chapter3-unit-038.tex,5,Category diagram: \cdots → \Hm^{n-1}(Y); \Hm^{n-1}(Y) → \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi…; \Hm^{n-1}(Z) \tikztostart.east) |- (A) [near end]\tikztonodes -| ([xshi… → \Hm^n(X); \Hm^n(X) → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z) \tikztostart.east) |- (B) [near end]\tikzto…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:281; source/en/chapter3-unit-038.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d006,chapter3-unit-038.tex,6,Exact diagram: \cdots → \Hm^n(Y); \Hm^n(Y) → \Hm^n(Z) (\Hm^n(g)); \Hm^n(Z) → \Hm^{n+1}(X) (\delta^n); \Hm^{n+1}(X) → \Hm^{n+1}(Y) (\Hm^{n+1}(f)); \Hm^{n+1}(Y) → \cdots.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:282; source/en/chapter3-unit-038.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d007,chapter3-unit-038.tex,7,"Comparison of long exact cohomology sequences. The upper row is H^n(Y) to H^n(Cone(f)) to H^n(X[1]) to H^(n+1)(Y); the lower row is H^n(Y) to H^n(Z) to H^(n+1)(X) to H^(n+1)(Y). Vertical maps are the identity maps, H^n(Phi), eta^n, and xi^n.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:283; source/en/chapter3-unit-038.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d008,chapter3-unit-038.tex,8,"Comparison of long exact cohomology sequences. The upper row is H^n(Z) to H^n(Cone(g)) to H^n(Y[1]) to H^(n+1)(Z); the lower row is H^n(Z) to H^n(X[1]) to H^(n+1)(Y) to H^(n+1)(Z). Vertical maps are the identity maps, (eta')^n, H^n(Phi'), and (xi')^n.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:284; source/en/chapter3-unit-038.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d009,chapter3-unit-038.tex,9,Category diagram: \Coker(d_X^{n-1}) → \Coker(d_Y^{n-1}); \Coker(d_X^{n-1}) → \Ker(d_X^{n+1}); \Coker(d_Y^{n-1}) → \Coker(d_Z^{n-1}); \Coker(d_Y^{n-1}) → \Ker(d_Y^{n+1}); \Coker(d_Z^{n-1}) → \Ker(d_Z^{n+1}); \Coker(d_Z^{n-1}) → 0; 0 → \Ker(d_X^{n+1}); \Ker(d_X^{n+1}) → \Ker(d_Y^{n+1}); and 1 arrow…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:285; source/en/chapter3-unit-038.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d010,chapter3-unit-038.tex,10,Category diagram with a square marked \Box: S ↠ \Hm^n(Z) (w); S → \Coker(d_Y^{n-1}) (v); S → \Ker(d_X^{n+1}) (u); \Hm^n(Z) ↪ \Coker(d_Z^{n-1}); \Coker(d_Y^{n-1}) ↠ \Coker(d_Z^{n-1}); \Coker(d_Y^{n-1}) → \Ker(d_Y^{n+1}) (a); \Coker(d_Z^{n-1}) → \Ker(d_Z^{n+1}); \Ker(d_X^{n+1}) ↪ \Ker(d_Y^{n+1}) (…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:286; source/en/chapter3-unit-038.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d011,chapter3-unit-038.tex,11,Category diagram: \Hm^n(Z) → \Hm^{n+1}(X) (\delta^n); S ↠ \Hm^n(Z) (w); S → \Ker\left( d_X^{n+1} \right) (u); \Ker\left( d_X^{n+1} \right) ↠ \Hm^{n+1}(X).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:287; source/en/chapter3-unit-038.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d012,chapter3-unit-038.tex,12,"Commutative diagram: \Ker(d_X^{n+1}) \oplus \Coker(d_Y^{n-1}) → \Ker(d_Y^{n+1}) ((b,a)); \Ker(d_X^{n+1}) \oplus \Coker(d_Y^{n-1}) ↪ X^{n+1} \oplus \Coker\left( d_Y^{n-1} \right); X^{n+1} \oplus \Coker\left( d_Y^{n-1} \right) ↠ \Coker\left( d_{\Cone(f)}^{n-1} \right); \Coker\left( d_{\Cone(f)}^{n-1} \…",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:288; source/en/chapter3-unit-038.tex:diagram 12; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d013,chapter3-unit-038.tex,13,"Commutative diagram with objects S, Ker(d_X^n+1) direct sum Coker(d_Y^n-1), Ker(d_X^n+1), H^n+1(X), H^n(Cone(f)), Coker(d_Cone(f)^n-1), Coker(d_X^n), H^n(Z), Coker(d_Z^n-1). Arrows: S maps to H^n(Z), labeled w; S maps to H^n(Cone(f)); S maps to Ker(d_X^n+1) direct sum Coker(d_Y^n-1), labeled (-u, v); Ker(d_X^n+1) direct sum Coker(d_Y^n-1) maps to Coker(d_Cone(f)^n-1), labeled evident; Ker(d_X^n+1) direct sum Coker(d_Y^n-1) maps to Ker(d_X^n+1), labeled projection; Ker(d_X^n+1) surjects onto H^n+1(X); H^n+1(X) includes into Coker(d_X^n); H^n(Cone(f)) maps to H^n(Z), labeled equivalence; H^n(Cone(f)) includes into Coker(d_Cone(f)^n-1); Coker(d_Cone(f)^n-1) maps to Coker(d_X^n), labeled induced by beta(f); Coker(d_Cone(f)^n-1) maps to Coker(d_Z^n-1), labeled induced by Phi; H^n(Z) includes into Coker(d_Z^n-1).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:289; source/en/chapter3-unit-038.tex:diagram 13; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d014,chapter3-unit-038.tex,14,"Category diagram: S → \Ker\left( d_X^{n+1} \right) \oplus \Coker\left( d_Y^{n-1} \right) ((-u, v)); S → \Hm^n(Z) (w); \Ker\left( d_X^{n+1} \right) \oplus \Coker\left( d_Y^{n-1} \right) → \Coker\left( d_Z^{n-1} \right); \Hm^n(Z) ↪ \Coker\left( d_Z^{n-1} \right).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:290; source/en/chapter3-unit-038.tex:diagram 14; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d015,chapter3-unit-038.tex,15,Commutative diagram: S → \Hm^n(Z) (w); S → \Ker\left( d_X^{n+1} \right) (-u); \Ker\left( d_X^{n+1} \right) → \Hm^{n+1}(X) .; \Hm^n(Z) → \Hm^n\left( \Cone(f) \right) (\sim); \Hm^n\left( \Cone(f) \right) → \Hm^{n+1}(X) . (\Hm^n(\beta(f))).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:291; source/en/chapter3-unit-038.tex:diagram 15; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-038-d016,chapter3-unit-038.tex,16,"Commutative diagram: 0 → Y; Y → \Cone(f) (\alpha(f)); \Cone(f) → \Cone(\alpha(f)) (\alpha(\alpha(f))); \Cone(\alpha(f)) → X[1] (\Phi = (0, \beta(f))); \Cone(\alpha(f)) → 0; Y → Y; \Cone(f) → X[1] (\beta(f)); \Cone(f) → \Cone(f); and 1 other arrows.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:292; source/en/chapter3-unit-038.tex:diagram 16; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d001,chapter3-unit-039.tex,1,Category diagram: \cdots → \mathsf{B}_1 R (b_2); \mathsf{B}_1 R → \mathsf{B}_0 R (b_1); \mathsf{B}_0 R → (\mathsf{B}_{-1} R := R) (b_0); (\mathsf{B}_{-1} R := R) → 0; (r_0 | r_1) → r_0 r_1.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:293; source/en/chapter3-unit-039.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d002,chapter3-unit-039.tex,2,Category diagram: M \dotimes{R^e} \mathsf{B}_n R ⇒ M \otimes R^{\otimes n} (\sim); m \otimes (r_0 \otimes \cdots \otimes r_{n+1}) → (r_{n+1} m r_0 | r_1 | \cdots | r_n); (m | r_1 | \cdots | r_n) → m \otimes (1_R \otimes r_1 \otimes \cdots \otimes r_n \otimes 1_R ).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:294; source/en/chapter3-unit-039.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d003,chapter3-unit-039.tex,3,"Commutative diagram with objects Hom_R^e(B_nR, M), Hom_k(R^ tensor n, M), phi, [(r_1,...,r_n)maps to phi(1_R,r_1,...,r_n,1_R)], [r_0 tensor... tensor r_n+1maps to r_0f(r_1,...,r_n)r_n+1], f. Arrows: Hom_R^e(B_nR, M) maps to Hom_k(R^ tensor n, M), labeled isomorphism; phi maps to [(r_1,...,r_n)maps to phi(1_R,r_1,...,r_n,1_R)]; f maps to [r_0 tensor... tensor r_n+1maps to r_0f(r_1,...,r_n)r_n+1].",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:295; source/en/chapter3-unit-039.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d004,chapter3-unit-039.tex,4,"Category diagram: \Hom_R(\Omega_{R|\Bbbk}, M) ⇒ \Der_{\Bbbk}(R, M) (\sim); \varphi → {\left[r\mapsto\varphi(\dd r)\right]}; D . → {\left[\dd r\mapsto D(r)\right]}.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:296; source/en/chapter3-unit-039.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d005,chapter3-unit-039.tex,5,Category diagram: (M \otimes R) / \Image(d_2) → M \dotimes{R} \Omega_{R|\Bbbk}; M \dotimes{R} \Omega_{R|\Bbbk} → (M \otimes R) / \Image(d_2); (m|r) + \Image(d_2) → m \otimes \dd r; m \otimes r' \dd r . → (r'm|r) + \Image(d_2).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:297; source/en/chapter3-unit-039.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d006,chapter3-unit-039.tex,6,"Circular Hochschild-chain picture: the entries m, r_1, r_2, …, r_n are arranged cyclically, with r_n adjacent to m.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:298; source/en/chapter3-unit-039.tex:diagram 6; tikzpicture; mapped_indonesian_structure_witness
chapter3-unit-039-d007,chapter3-unit-039.tex,7,Category diagram: t_n: R^{\otimes (n+1)} → R^{\otimes (n+1)}; (r_0 | \cdots | r_n) → (-1)^n \cdot (r_n | r_0 | \cdots | r_{n-1}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:299; source/en/chapter3-unit-039.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d008,chapter3-unit-039.tex,8,Category diagram: \vdots → R^{\otimes (q+1)} (d_{q+1}); \vdots → R^{\otimes (q+1)} (d'_{q+1}); R^{\otimes (q+1)} → R^{\otimes q} (d_q); R^{\otimes (q+1)} → \cdots (N_q); R^{\otimes (q+1)} → R^{\otimes q} (d'_q); R^{\otimes (q+1)} → R^{\otimes (q+1)} (\identity - t_q); \cdots → R^{\otimes (q+1)}; R^…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:300; source/en/chapter3-unit-039.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d009,chapter3-unit-039.tex,9,"Category diagram: 0 → \text{column to-$0$}; \text{column to-$0$} → \sigma_{\mathrm{I},[0,1]}\mathrm{CC}(R); \sigma_{\mathrm{I},[0,1]}\mathrm{CC}(R) → \text{column to-$1$}; \text{column to-$1$} → 0 ..",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:301; source/en/chapter3-unit-039.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d010,chapter3-unit-039.tex,10,"Exact-sequence diagram with objects 0, column-0, Tot(sigma_I,[0,1]CC(R)), column-1, C_point(R,R), B'R. Arrows: 0 maps to column-0; column-0 maps to Tot(sigma_I,[0,1]CC(R)); Tot(sigma_I,[0,1]CC(R)) maps to column-1; column-1 maps to 0; C_point(R,R) maps to column-0, labeled isomorphism; B'R maps to column-1, labeled isomorphism.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:302; source/en/chapter3-unit-039.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-039-d011,chapter3-unit-039.tex,11,"Exact-sequence diagram with objects 0, sigma_I,[0,1]CC(R), sigma_I, greater than or equal to 0CC(R), (sigma_I, greater than or equal to 0CC(R))_I[-2]. Arrows: 0 maps to sigma_I,[0,1]CC(R); sigma_I,[0,1]CC(R) maps to sigma_I, greater than or equal to 0CC(R); sigma_I, greater than or equal to 0CC(R) maps to (sigma_I, greater than or equal to 0CC(R))_I[-2]; (sigma_I, greater than or equal to 0CC(R))_I[-2] maps to 0.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:303; source/en/chapter3-unit-039.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-040-d001,chapter3-unit-040.tex,1,Category diagram: \tau^{\leq n} X ↪ \tilde{\tau}^{\leq n} X; \cdots → X^{n-2}; X^{n-2} → X^{n-1}; X^{n-1} → \Ker(d^n); \Ker(d^n) → 0; \Ker(d^n) ↪ X^n; 0 → 0; 0 → \cdots; and 18 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:304; source/en/chapter3-unit-040.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-040-d002,chapter3-unit-040.tex,2,"Two-row morphism of truncated complexes. The top row runs from the preceding terms through X^(n-2), X^(n-1), Ker(d_X^n), and 0; the bottom row has the corresponding Y terms. Vertical maps are h^(n-2), h^(n-1), the induced map on kernels, and zero.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:305; source/en/chapter3-unit-040.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d001,chapter3-unit-041.tex,1,Category diagram: \cate{C}^2(\mathcal{A}) → \cate{C}(\cate{C}(\mathcal{A})) (F_{\mathrm{I}}); \cate{C}^2(\mathcal{A}) → \cate{C}(\cate{C}(\mathcal{A})) (F_{\mathrm{II}}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:306; source/en/chapter3-unit-041.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d002,chapter3-unit-041.tex,2,"Category diagram: \Hm^p(X^{\bullet, q+1}, \dhori) → \vdots (\dvert); \Hm^p(X^{\bullet, q}, \dhori) → \Hm^p(X^{\bullet, q+1}, \dhori) (\dvert); \vdots → \Hm^p(X^{\bullet, q}, \dhori) (\dvert).",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:307; source/en/chapter3-unit-041.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d003,chapter3-unit-041.tex,3,Category diagram: Y^{n-h+1} → \vdots (d_Y); Y^{n-h+1} → Y^{n-h+1} (\identity); Y^{n-h} → Y^{n-h} (\identity); Y^{n-h} → Y^{n-h+1} (d_Y).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:308; source/en/chapter3-unit-041.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d004,chapter3-unit-041.tex,4,Commutative diagram: \Hm^n(\tot(X)) → \Hm^n(\tot(Y)) (\Hm^n(\tot(f))); \Hm^n(\tot(X)) → \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\geq r} X) \right) (\sim); \Hm^n(\tot(Y)) → \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\geq r} Y) \right) (\sim); \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\geq r} X) \right) → \Hm^n\left( \…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:309; source/en/chapter3-unit-041.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d005,chapter3-unit-041.tex,5,Commutative diagram: 0 → \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q-1} X \right); \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q-1} X \right) → \tot\left( \tau_{\mathrm{I}}^{\leq q} X \right); \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q-1} X \right) → \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q-1}…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:310; source/en/chapter3-unit-041.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d006,chapter3-unit-041.tex,6,Category diagram: \tot\left( \tau_{\mathrm{I}}^{\leq q} X \right) → \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q} X \right); \tot\left( \tau_{\mathrm{I}}^{\leq q} X \right) → \tot\left( \tau_{\mathrm{I}}^{\leq q} Y \right) (\beta_q); \tot\left( \tilde{\tau}_{\mathrm{I}}^{\leq q} X \right) → \tot\le…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:311; source/en/chapter3-unit-041.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-041-d007,chapter3-unit-041.tex,7,Commutative diagram: \Hm^n(\tot(X)) → \Hm^n(\tot(Y)) (\Hm^n(\tot(f))); \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\leq q} X) \right) → \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\leq q} Y) \right) (\Hm^n(\beta_q)); \Hm^n\left( \tot(\tau_{\mathrm{I}}^{\leq q} X) \right) → \Hm^n(\tot(X)) (\sim); \Hm^n\left( \tot(\ta…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:312; source/en/chapter3-unit-041.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d001,chapter3-unit-042.tex,1,Category diagram: \cdots 0 → 0; 0 → X; 0 → 0; X → I^0; X → 0; 0 → I^1; 0 → \cdots; 0 → I^2; and 4 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:313; source/en/chapter3-unit-042.tex:diagram 1; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d002,chapter3-unit-042.tex,2,Category diagram: \cdots → X^{n-1}; X^{n-1} → X^n (d_X^{n-1}); X^{n-1} → I^{n-1} (f^{n-1}); X^n → X^{n+1} (d_X^n); X^n → I^n (f^n); X^{n+1} → \cdots; \cdots → I^{n-1}; I^{n-1} → I^n (d_I^{n-1}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:314; source/en/chapter3-unit-042.tex:diagram 2; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d003,chapter3-unit-042.tex,3,"Commutative diagram with objects X^n / Ker(d_X^n), X^n+1, I^n / (f^n (Ker(d_X^n)) + Image(d_I^n-1)), T. Arrows: X^n / Ker(d_X^n) includes into X^n+1, labeled delta: induced by d_X^n; X^n / Ker(d_X^n) maps to I^n / (f^n (Ker(d_X^n)) + Image(d_I^n-1)), labeled alpha: induced by f^n; X^n+1 maps to T, labeled beta; I^n / (f^n (Ker(d_X^n)) + Image(d_I^n-1)) maps to T, labeled eta; T maps to X^n / Ker(d_X^n), labeled boxplus.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:315; source/en/chapter3-unit-042.tex:diagram 3; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d004,chapter3-unit-042.tex,4,Category diagram: I^n ↪ I^n \oplus \left( X^n / \Image\left( d_X^{n-1} \right) \right) (\iota_1); I^n \oplus \left( X^n / \Image\left( d_X^{n-1} \right) \right) ↠ I^n (p_1); I^n \oplus \left( X^n / \Image\left( d_X^{n-1} \right) \right) ↠ X^n / \Image\left( d_X^{n-1} \right) (p_2); X^n / \Image\lef…,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:316; source/en/chapter3-unit-042.tex:diagram 4; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d005,chapter3-unit-042.tex,5,Category diagram: Y → I (\beta); X → Y (\alpha); X → I (\gamma).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:317; source/en/chapter3-unit-042.tex:diagram 5; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d006,chapter3-unit-042.tex,6,Category diagram: X → Y (\alpha); P → Y (\gamma); P → X (\beta).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:318; source/en/chapter3-unit-042.tex:diagram 6; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d007,chapter3-unit-042.tex,7,Category diagram: X^n ↠ \Image\left( d_X^n \right) (d_X^n); X^n → I^n (\alpha^n - d_I^{n-1} h^n); \Image\left( d_X^n \right) → I^n (\beta); \Image\left( d_X^n \right) ↪ X^{n+1}; X^{n+1} → I^n (h^{n+1}).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:319; source/en/chapter3-unit-042.tex:diagram 7; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d008,chapter3-unit-042.tex,8,Category diagram: \Image(d_X^{n-2}) → \Ker(d_X^{n-1}); \Image(d_X^{n-2}) ↪ \Image(d_Y^{n-2}); \Ker(d_X^{n-1}) → X^{n-1}; \Ker(d_X^{n-1}) ↪ \Ker(d_Y^{n-1}); X^{n-1} → I^{n-1} (\gamma^{n-1}); X^{n-1} ↪ Y^{n-1}; \Image(d_Y^{n-2}) → \Ker(d_Y^{n-1}); \Ker(d_Y^{n-1}) → Y^{n-1}; and 2 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:320; source/en/chapter3-unit-042.tex:diagram 8; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d009,chapter3-unit-042.tex,9,"Commutative diagram with objects H^n-1(X), I^n, H^n-1(Y). Arrows: H^n-1(X) maps to H^n-1(Y); H^n-1(X) maps to I^n, labeled 0; H^n-1(Y) maps to I^n, labeled induced by d_I^n-1 beta^n-1.",qa/DIAGRAM_SOURCE_INVENTORY.jsonl:321; source/en/chapter3-unit-042.tex:diagram 9; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d010,chapter3-unit-042.tex,10,Category diagram: T → \Ker(d_X^n) (\phi); T → \Image(d_Y^{n-1}) (\phi); \Ker(d_X^n) ↠ \Hm^n(X); \Ker(d_X^n) ↪ \Ker(d_Y^n); \Hm^n(X) → \Hm^n(Y); \Image(d_Y^{n-1}) ↪ \Ker(d_Y^n); \Ker(d_Y^n) ↠ \Hm^n(Y).,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:322; source/en/chapter3-unit-042.tex:diagram 10; tikzcd; mapped_indonesian_structure_witness
chapter3-unit-042-d011,chapter3-unit-042.tex,11,Exact diagram: 0 → I; I → J; J → K; K → 0; 0 → A; A → B; A → I (\epsilon); B → C; and 3 other arrows.,qa/DIAGRAM_SOURCE_INVENTORY.jsonl:323; source/en/chapter3-unit-042.tex:diagram 11; tikzcd; mapped_indonesian_structure_witness
